clean_text,label_id
offensiveuntargetede,30687
offensivetargetedinsultindividual,34804
notoffensive,14296
notoffensive,17724
notoffensive,13772
notoffensive,17764
offensivetargetedinsultother,10951
notoffensive,6016
offensiveuntargetede,32855
notoffensive,20085
notoffensive,15555
notoffensive,14790
offensivetargetedinsultindividual,3219
notoffensive,25675
notoffensive,28493
notoffensive,25781
offensivetargetedinsultindividual,31308
notoffensive,13684
notoffensive,18384
notoffensive,19223
notoffensive,13704
offensivetargetedinsultindividual,10777
notoffensive,26123
nottamil,2771
notoffensive,33000
notoffensive,17869
notoffensive,29606
notoffensive,18929
notoffensive,28696
notoffensive,4707
notoffensive,35544
notoffensive,4235
notoffensive,8153
notoffensive,9903
notoffensive,3582
notoffensive,25410
notoffensive,9454
offensivetargetedinsultindividual,3505
notoffensive,16058
notoffensive,21492
notoffensive,25682
notoffensive,5562
notoffensive,8680
offensivetargetedinsultindividual,24240
notoffensive,27264
notoffensive,25609
notoffensive,8444
notoffensive,27736
notoffensive,33852
notoffensive,31655
notoffensive,28512
notoffensive,3661
notoffensive,29396
notoffensive,20947
notoffensive,22901
notoffensive,22933
offensiveuntargetede,6868
notoffensive,25330
notoffensive,32521
notoffensive,20327
notoffensive,30928
notoffensive,29278
notoffensive,32516
offensiveuntargetede,10943
notoffensive,18956
offensiveuntargetede,34849
notoffensive,33839
notoffensive,11293
notoffensive,11993
notoffensive,8807
offensiveuntargetede,3063
notoffensive,13256
notoffensive,25468
notoffensive,26172
offensiveuntargetede,21414
notoffensive,25696
notoffensive,1476
offensiveuntargetede,13875
notoffensive,13310
notoffensive,19269
offensivetargetedinsultindividual,15035
notoffensive,22179
notoffensive,11657
notoffensive,23009
offensivetargetedinsultindividual,6111
offensivetargetedinsultother,10155
notoffensive,25739
notoffensive,15093
notoffensive,19624
notoffensive,29077
notoffensive,28219
notoffensive,15146
notoffensive,42191
notoffensive,36115
notoffensive,37127
offensivetargetedinsultgroup,41276
offensivetargetedinsultgroup,42254
notoffensive,14907
notoffensive,42913
offensivetargetedinsultgroup,36740
notoffensive,33751
offensivetargetedinsultindividual,20854
notoffensive,38296
notoffensive,26129
notoffensive,39689
offensivetargetedinsultgroup,5097
notoffensive,1648
notoffensive,39623
notoffensive,318
notoffensive,13974
notoffensive,37147
notoffensive,37376
notoffensive,13445
notoffensive,38800
notoffensive,31878
offensivetargetedinsultgroup,36187
offensivetargetedinsultgroup,38721
offensivetargetedinsultindividual,24495
notoffensive,26523
notoffensive,22828
notoffensive,41301
notoffensive,43305
notoffensive,39338
notoffensive,38374
notoffensive,43514
offensivetargetedinsultgroup,39891
notoffensive,19569
notoffensive,23893
notoffensive,40710
notoffensive,16855
offensivetargetedinsultgroup,12502
notoffensive,7005
notoffensive,27155
notoffensive,40582
notoffensive,41575
notoffensive,40742
notoffensive,20617
notoffensive,28200
notoffensive,38667
notoffensive,39198
offensivetargetedinsultindividual,2992
notoffensive,39864
notoffensive,39969
offensivetargetedinsultgroup,40269
notoffensive,41794
notoffensive,3118
offensivetargetedinsultgroup,39228
notoffensive,38587
notoffensive,38609
notoffensive,5642
notoffensive,37863
offensivetargetedinsultgroup,19649
offensivetargetedinsultgroup,41312
notoffensive,17978
notoffensive,22936
notoffensive,42826
notoffensive,5952
offensivetargetedinsultindividual,37437
notoffensive,18044
notoffensive,40352
notoffensive,42705
notoffensive,42264
notoffensive,42585
notoffensive,1656
notoffensive,39497
notoffensive,41709
notoffensive,37287
notoffensive,38711
notoffensive,40791
offensivetargetedinsultgroup,36538
notoffensive,38792
notoffensive,23975
offensivetargetedinsultgroup,36335
notoffensive,42184
notoffensive,42634
notoffensive,38956
notoffensive,40465
notoffensive,38281
notoffensive,13838
offensivetargetedinsultgroup,18644
notoffensive,37137
offensivetargetedinsultgroup,7001
notoffensive,36946
notoffensive,32473
notoffensive,43255
offensivetargetedinsultother,43227
notoffensive,28818
notoffensive,38977
notoffensive,35601
notoffensive,15190
notoffensive,10973
notoffensive,41460
notoffensive,21700
notoffensive,14764
notoffensive,2178
notoffensive,23479
notoffensive,36355
offensivetargetedinsultindividual,30522
offensivetargetedinsultgroup,23297
notoffensive,3917
notoffensive,41546
notoffensive,3537
notoffensive,27767
notoffensive,36345
notoffensive,24231
notoffensive,21236
notoffensive,42876
notoffensive,4523
notoffensive,31092
notoffensive,23448
notoffensive,24260
notoffensive,13060
notoffensive,21740
notoffensive,1279
notoffensive,36164
notoffensive,24166
notoffensive,7190
notoffensive,33018
notoffensive,21255
notoffensive,31115
notoffensive,22728
notoffensive,1276
notoffensive,25881
notoffensive,24605
notoffensive,7792
notoffensive,43273
notoffensive,7206
notoffensive,14384
notoffensive,41333
notoffensive,30098
notoffensive,29987
notoffensive,21831
offensiveuntargetede,6596
notoffensive,2362
notoffensive,41237
notoffensive,21538
notoffensive,13223
notoffensive,1205
offensivetargetedinsultother,16461
notoffensive,37797
notoffensive,16849
notoffensive,42759
notoffensive,16248
notoffensive,4621
notoffensive,8080
notoffensive,28033
notoffensive,23343
notoffensive,23362
notoffensive,27656
offensivetargetedinsultother,11297
notoffensive,28252
offensiveuntargetede,6068
offensivetargetedinsultother,17405
offensivetargetedinsultgroup,31915
notoffensive,40139
notoffensive,43338
notoffensive,13952
notoffensive,5984
notoffensive,37037
notoffensive,31112
notoffensive,30693
notoffensive,21286
offensivetargetedinsultother,6473
notoffensive,6047
notoffensive,25522
notoffensive,718
notoffensive,22603
notoffensive,41865
notoffensive,23308
notoffensive,31835
notoffensive,30097
notoffensive,15017
notoffensive,29888
notoffensive,25404
notoffensive,29570
offensivetargetedinsultother,18831
notoffensive,28222
notoffensive,32622
nottamil,43442
offensivetargetedinsultother,7877
notoffensive,36528
notoffensive,33380
notoffensive,26218
notoffensive,21283
offensivetargetedinsultgroup,19567
notoffensive,20260
notoffensive,7637
offensivetargetedinsultgroup,26684
notoffensive,533
notoffensive,5940
offensivetargetedinsultindividual,33207
offensivetargetedinsultgroup,41235
notoffensive,37620
notoffensive,42971
notoffensive,3529
notoffensive,16553
notoffensive,42393
notoffensive,17968
offensivetargetedinsultgroup,22007
notoffensive,36805
notoffensive,18377
notoffensive,37164
notoffensive,43185
notoffensive,42738
notoffensive,5559
notoffensive,43385
offensivetargetedinsultgroup,9336
notoffensive,37753
notoffensive,37744
notoffensive,41256
offensivetargetedinsultgroup,14520
notoffensive,17488
notoffensive,39266
notoffensive,40515
notoffensive,38031
offensivetargetedinsultgroup,3655
notoffensive,41414
offensivetargetedinsultgroup,37251
notoffensive,37273
offensivetargetedinsultgroup,40998
notoffensive,21807
notoffensive,35972
notoffensive,4127
offensivetargetedinsultgroup,19605
notoffensive,42508
notoffensive,37297
notoffensive,41843
offensivetargetedinsultgroup,225
offensivetargetedinsultgroup,38965
notoffensive,38391
notoffensive,39055
offensivetargetedinsultgroup,38181
notoffensive,40319
notoffensive,43352
offensivetargetedinsultgroup,36208
notoffensive,41766
offensivetargetedinsultgroup,38666
notoffensive,42321
notoffensive,42347
notoffensive,8071
notoffensive,36790
notoffensive,28167
offensivetargetedinsultgroup,37809
offensivetargetedinsultindividual,27658
notoffensive,39675
notoffensive,38996
notoffensive,42177
notoffensive,39092
notoffensive,21632
notoffensive,36698
offensivetargetedinsultgroup,11160
notoffensive,41851
notoffensive,40459
offensivetargetedinsultgroup,41323
notoffensive,6062
notoffensive,39889
notoffensive,40467
notoffensive,37489
notoffensive,37644
notoffensive,27832
notoffensive,42323
notoffensive,38616
notoffensive,37408
notoffensive,42287
offensivetargetedinsultindividual,42676
notoffensive,7463
offensivetargetedinsultgroup,2184
notoffensive,41243
notoffensive,26122
notoffensive,43093
notoffensive,16901
offensivetargetedinsultindividual,36747
notoffensive,39758
notoffensive,41542
notoffensive,39859
offensivetargetedinsultindividual,42608
offensivetargetedinsultgroup,42629
offensivetargetedinsultgroup,7577
notoffensive,40504
notoffensive,36421
notoffensive,40945
notoffensive,43195
notoffensive,30737
offensivetargetedinsultgroup,7569
notoffensive,41013
notoffensive,37513
notoffensive,22702
notoffensive,38646
notoffensive,41650
offensivetargetedinsultgroup,35045
notoffensive,42892
notoffensive,41658
notoffensive,27014
notoffensive,41171
notoffensive,41958
notoffensive,27111
notoffensive,37966
notoffensive,36293
notoffensive,33945
notoffensive,27050
notoffensive,29921
notoffensive,38849
notoffensive,39992
notoffensive,40513
notoffensive,42850
notoffensive,38425
notoffensive,28044
notoffensive,39620
notoffensive,41005
notoffensive,11348
notoffensive,41213
notoffensive,35959
notoffensive,32108
notoffensive,41643
notoffensive,36353
notoffensive,42848
notoffensive,39136
offensivetargetedinsultgroup,37308
notoffensive,6076
notoffensive,39197
notoffensive,36004
notoffensive,26195
notoffensive,37413
notoffensive,39815
notoffensive,36001
notoffensive,40550
notoffensive,37149
notoffensive,39034
notoffensive,20554
notoffensive,3560
notoffensive,39421
notoffensive,39311
notoffensive,26674
notoffensive,38470
notoffensive,38544
notoffensive,41771
notoffensive,43293
notoffensive,38859
notoffensive,38323
notoffensive,42237
notoffensive,15711
notoffensive,39972
notoffensive,37507
notoffensive,41934
notoffensive,38889
notoffensive,36361
notoffensive,40296
notoffensive,36967
offensivetargetedinsultgroup,27902
notoffensive,40789
notoffensive,36249
notoffensive,39150
notoffensive,43156
notoffensive,18247
notoffensive,36305
notoffensive,40994
notoffensive,30948
notoffensive,38733
notoffensive,40301
notoffensive,38310
notoffensive,39946
notoffensive,37625
notoffensive,43151
notoffensive,36078
notoffensive,38755
notoffensive,39756
notoffensive,38149
notoffensive,36909
notoffensive,40804
offensivetargetedinsultgroup,37207
notoffensive,37190
notoffensive,40645
notoffensive,42973
notoffensive,36204
notoffensive,41795
notoffensive,38072
notoffensive,36673
notoffensive,40295
notoffensive,5005
notoffensive,40718
notoffensive,2928
notoffensive,43165
notoffensive,41531
notoffensive,21296
notoffensive,6993
offensivetargetedinsultgroup,6863
offensivetargetedinsultgroup,42877
notoffensive,38388
notoffensive,40487
notoffensive,41711
offensivetargetedinsultgroup,39070
notoffensive,39040
notoffensive,18827
notoffensive,30528
notoffensive,15878
notoffensive,98
notoffensive,4430
notoffensive,19583
notoffensive,12013
notoffensive,3187
notoffensive,16534
notoffensive,28724
offensiveuntargetede,8313
notoffensive,1901
notoffensive,28785
notoffensive,3756
notoffensive,4090
notoffensive,16778
notoffensive,8514
offensiveuntargetede,17916
notoffensive,18907
notoffensive,30216
notoffensive,26103
notoffensive,30355
notoffensive,16519
offensiveuntargetede,17957
notoffensive,4428
offensiveuntargetede,18726
offensiveuntargetede,26243
notoffensive,18535
notoffensive,16973
offensivetargetedinsultindividual,6361
offensivetargetedinsultindividual,31411
notoffensive,29754
notoffensive,3858
notoffensive,18823
notoffensive,9399
offensiveuntargetede,9074
notoffensive,4829
notoffensive,28807
offensiveuntargetede,4358
notoffensive,6688
notoffensive,30582
notoffensive,30325
offensiveuntargetede,19692
notoffensive,7450
notoffensive,12141
notoffensive,10980
offensiveuntargetede,27777
notoffensive,18557
notoffensive,6647
offensiveuntargetede,35072
offensiveuntargetede,6668
notoffensive,14866
offensiveuntargetede,18067
notoffensive,26526
notoffensive,4652
notoffensive,4449
offensiveuntargetede,26818
notoffensive,7900
notoffensive,30382
notoffensive,15936
notoffensive,29810
notoffensive,18777
notoffensive,18764
notoffensive,8446
notoffensive,26616
notoffensive,30695
offensiveuntargetede,31662
notoffensive,6710
notoffensive,15934
notoffensive,29819
notoffensive,18673
notoffensive,18820
notoffensive,17046
offensiveuntargetede,12175
notoffensive,18701
notoffensive,31413
offensiveuntargetede,29804
notoffensive,4437
notoffensive,444
offensiveuntargetede,6270
notoffensive,15872
notoffensive,15945
notoffensive,665
notoffensive,18686
notoffensive,18698
notoffensive,18704
notoffensive,8906
notoffensive,4813
notoffensive,14833
notoffensive,18684
notoffensive,18699
notoffensive,18695
notoffensive,3176
notoffensive,30149
notoffensive,18702
notoffensive,15937
notoffensive,33636
nottamil,14934
notoffensive,15940
notoffensive,18705
notoffensive,8294
notoffensive,16941
notoffensive,25088
notoffensive,24458
offensiveuntargetede,7024
notoffensive,33383
notoffensive,3360
notoffensive,22063
notoffensive,20439
notoffensive,24804
notoffensive,14142
notoffensive,23786
notoffensive,25191
notoffensive,17192
notoffensive,3517
notoffensive,33568
notoffensive,33558
notoffensive,24356
notoffensive,35362
notoffensive,20464
notoffensive,25843
notoffensive,3436
notoffensive,787
notoffensive,24539
notoffensive,18084
notoffensive,4595
notoffensive,10971
offensiveuntargetede,15755
notoffensive,14704
notoffensive,28674
notoffensive,28692
notoffensive,4791
notoffensive,24564
notoffensive,30553
notoffensive,850
notoffensive,15044
offensiveuntargetede,18171
notoffensive,32312
notoffensive,24339
notoffensive,25199
offensiveuntargetede,19902
notoffensive,14125
notoffensive,8054
notoffensive,709
notoffensive,3335
notoffensive,9261
notoffensive,25188
notoffensive,25008
notoffensive,23952
notoffensive,33254
offensiveuntargetede,6960
offensiveuntargetede,22356
notoffensive,24298
notoffensive,5223
notoffensive,25202
notoffensive,9890
notoffensive,17182
notoffensive,10345
notoffensive,14365
notoffensive,30236
notoffensive,31895
offensiveuntargetede,7966
offensiveuntargetede,17226
notoffensive,15236
notoffensive,8154
notoffensive,21556
notoffensive,25896
notoffensive,14975
offensivetargetedinsultindividual,7960
notoffensive,10094
notoffensive,2537
notoffensive,25009
notoffensive,24496
notoffensive,15444
notoffensive,14548
notoffensive,139
notoffensive,17220
notoffensive,14363
notoffensive,23309
notoffensive,4120
notoffensive,30039
notoffensive,11589
notoffensive,23984
notoffensive,10398
notoffensive,25109
notoffensive,25219
notoffensive,22449
offensiveuntargetede,6548
notoffensive,15806
notoffensive,31029
offensivetargetedinsultother,19371
notoffensive,28460
notoffensive,17228
notoffensive,17370
notoffensive,14148
notoffensive,24725
notoffensive,15217
notoffensive,14358
notoffensive,24473
notoffensive,17465
offensivetargetedinsultindividual,23841
notoffensive,3294
notoffensive,34836
notoffensive,34789
notoffensive,34405
notoffensive,35479
notoffensive,28907
notoffensive,28968
notoffensive,35258
offensivetargetedinsultindividual,17498
notoffensive,7311
notoffensive,42754
notoffensive,1644
notoffensive,32797
notoffensive,19545
notoffensive,33872
offensiveuntargetede,27961
notoffensive,21688
notoffensive,34473
notoffensive,34888
notoffensive,3956
notoffensive,834
notoffensive,27995
notoffensive,34943
notoffensive,35744
notoffensive,35096
notoffensive,8783
notoffensive,32494
notoffensive,34033
offensivetargetedinsultgroup,33093
notoffensive,25322
notoffensive,32022
nottamil,35907
notoffensive,2360
notoffensive,35263
notoffensive,3157
offensivetargetedinsultgroup,31494
offensiveuntargetede,32626
notoffensive,34560
notoffensive,35543
offensivetargetedinsultindividual,35790
offensiveuntargetede,6442
offensivetargetedinsultindividual,6495
notoffensive,9522
notoffensive,33363
offensivetargetedinsultindividual,6493
notoffensive,31291
notoffensive,35261
notoffensive,2257
notoffensive,42032
notoffensive,21352
notoffensive,1620
notoffensive,15473
notoffensive,34129
notoffensive,35452
notoffensive,3686
nottamil,43479
notoffensive,31297
notoffensive,35196
notoffensive,29111
notoffensive,35657
nottamil,2
notoffensive,28043
notoffensive,1537
notoffensive,18961
offensiveuntargetede,3106
notoffensive,14387
offensiveuntargetede,19539
notoffensive,33249
notoffensive,3911
notoffensive,35085
offensivetargetedinsultindividual,35651
offensivetargetedinsultindividual,35325
notoffensive,1538
offensivetargetedinsultindividual,33833
notoffensive,33929
notoffensive,33118
notoffensive,32588
notoffensive,32588
offensivetargetedinsultgroup,32703
notoffensive,34481
notoffensive,33877
offensivetargetedinsultindividual,35301
notoffensive,31225
offensivetargetedinsultgroup,31251
offensivetargetedinsultindividual,35462
notoffensive,34989
notoffensive,33104
offensivetargetedinsultgroup,29028
offensivetargetedinsultindividual,31544
notoffensive,34716
offensivetargetedinsultindividual,40602
offensivetargetedinsultgroup,9607
notoffensive,17561
notoffensive,20398
notoffensive,8512
offensivetargetedinsultindividual,35007
notoffensive,27963
notoffensive,34474
notoffensive,31724
offensiveuntargetede,18268
notoffensive,19006
notoffensive,16325
notoffensive,15068
notoffensive,21364
notoffensive,27342
notoffensive,21103
notoffensive,28267
nottamil,13403
notoffensive,15263
notoffensive,18972
offensiveuntargetede,13780
notoffensive,31119
notoffensive,13564
notoffensive,43267
notoffensive,13553
notoffensive,28455
notoffensive,27748
notoffensive,10185
notoffensive,25343
notoffensive,19841
notoffensive,7801
notoffensive,21532
notoffensive,4782
notoffensive,21258
notoffensive,15120
notoffensive,16297
notoffensive,43203
notoffensive,10393
notoffensive,25648
notoffensive,17314
notoffensive,26697
notoffensive,27084
notoffensive,9079
notoffensive,20781
notoffensive,39347
notoffensive,25313
notoffensive,27254
notoffensive,7622
notoffensive,28383
notoffensive,27611
notoffensive,8609
notoffensive,5096
notoffensive,10557
notoffensive,5587
notoffensive,22135
notoffensive,1807
notoffensive,36801
notoffensive,28584
notoffensive,5107
offensivetargetedinsultgroup,36876
notoffensive,21390
offensivetargetedinsultgroup,12078
notoffensive,10072
notoffensive,41423
offensivetargetedinsultgroup,43342
notoffensive,28129
notoffensive,21293
offensivetargetedinsultgroup,5837
notoffensive,37060
notoffensive,39049
notoffensive,12950
notoffensive,11000
notoffensive,41799
notoffensive,37969
notoffensive,5124
notoffensive,2887
notoffensive,39247
notoffensive,26041
notoffensive,37522
notoffensive,26969
notoffensive,8640
notoffensive,15560
notoffensive,5098
offensivetargetedinsultindividual,12798
notoffensive,28821
notoffensive,36541
notoffensive,26719
offensivetargetedinsultgroup,3244
notoffensive,38396
notoffensive,40409
notoffensive,12118
notoffensive,38579
notoffensive,8644
notoffensive,7822
notoffensive,37888
notoffensive,4728
notoffensive,9007
notoffensive,36542
notoffensive,2488
notoffensive,5531
notoffensive,2479
notoffensive,36576
notoffensive,19853
notoffensive,18574
offensivetargetedinsultother,32110
notoffensive,2516
notoffensive,3193
notoffensive,11006
notoffensive,12164
notoffensive,4118
notoffensive,25080
offensiveuntargetede,6968
notoffensive,16459
offensiveuntargetede,6876
notoffensive,24896
notoffensive,25096
notoffensive,1399
notoffensive,24239
offensiveuntargetede,21133
offensiveuntargetede,18300
notoffensive,17197
notoffensive,24681
notoffensive,25179
offensiveuntargetede,4272
notoffensive,27334
notoffensive,24604
notoffensive,15524
notoffensive,25968
notoffensive,30392
offensiveuntargetede,14163
notoffensive,14584
notoffensive,21712
notoffensive,18128
notoffensive,8989
notoffensive,21153
notoffensive,26110
notoffensive,21156
offensiveuntargetede,18114
notoffensive,22197
offensiveuntargetede,18100
notoffensive,32918
notoffensive,24452
notoffensive,14575
notoffensive,24824
offensiveuntargetede,18146
offensiveuntargetede,18276
notoffensive,25140
notoffensive,17952
notoffensive,4768
notoffensive,25104
notoffensive,18188
notoffensive,24608
notoffensive,14184
notoffensive,25830
notoffensive,12109
notoffensive,3274
notoffensive,11684
notoffensive,21663
notoffensive,25168
notoffensive,12257
offensivetargetedinsultindividual,12958
offensiveuntargetede,18139
offensiveuntargetede,30529
notoffensive,26695
notoffensive,13260
notoffensive,24808
notoffensive,18118
notoffensive,27932
notoffensive,28660
notoffensive,17063
notoffensive,24218
notoffensive,24583
notoffensive,17205
offensiveuntargetede,14743
notoffensive,33062
offensivetargetedinsultindividual,4171
notoffensive,34702
notoffensive,13575
notoffensive,25176
offensiveuntargetede,18194
notoffensive,10571
notoffensive,556
offensivetargetedinsultindividual,19318
notoffensive,29623
notoffensive,15149
notoffensive,25221
notoffensive,24717
notoffensive,30979
notoffensive,18183
notoffensive,18113
notoffensive,26940
notoffensive,26895
notoffensive,25272
notoffensive,6851
notoffensive,4172
notoffensive,24360
notoffensive,14135
notoffensive,34779
offensiveuntargetede,9253
notoffensive,17758
notoffensive,24900
notoffensive,14390
notoffensive,35596
notoffensive,29705
notoffensive,17753
notoffensive,456
notoffensive,1244
notoffensive,25215
notoffensive,7841
notoffensive,19664
nottamil,24161
offensivetargetedinsultindividual,13121
notoffensive,22301
offensiveuntargetede,4206
offensiveuntargetede,33749
offensiveuntargetede,8092
notoffensive,35466
notoffensive,3598
offensiveuntargetede,8397
offensivetargetedinsultother,8992
notoffensive,25840
notoffensive,21494
offensivetargetedinsultindividual,5392
notoffensive,29434
offensivetargetedinsultindividual,12294
offensivetargetedinsultindividual,23978
notoffensive,10629
offensivetargetedinsultother,31576
offensiveuntargetede,19115
offensiveuntargetede,30344
notoffensive,22598
offensiveuntargetede,17001
offensivetargetedinsultindividual,29741
offensivetargetedinsultindividual,28939
offensiveuntargetede,35797
notoffensive,32677
offensiveuntargetede,7493
notoffensive,11878
notoffensive,22131
notoffensive,10883
notoffensive,28952
nottamil,15656
nottamil,43422
offensiveuntargetede,23963
nottamil,9745
notoffensive,12466
nottamil,35322
notoffensive,7929
notoffensive,29435
notoffensive,4429
notoffensive,22707
notoffensive,25858
offensiveuntargetede,8858
notoffensive,10513
notoffensive,21173
notoffensive,6404
notoffensive,12736
notoffensive,10100
offensiveuntargetede,15777
offensivetargetedinsultgroup,26054
offensiveuntargetede,18687
offensivetargetedinsultother,593
offensivetargetedinsultgroup,14826
offensiveuntargetede,3663
notoffensive,5967
notoffensive,17701
offensivetargetedinsultindividual,13595
notoffensive,18568
notoffensive,27706
offensivetargetedinsultindividual,29388
nottamil,35944
offensivetargetedinsultindividual,11836
notoffensive,25438
notoffensive,3586
nottamil,29130
notoffensive,15679
notoffensive,29095
offensivetargetedinsultother,20993
notoffensive,19914
notoffensive,554
nottamil,16041
offensiveuntargetede,6096
offensivetargetedinsultother,11437
notoffensive,14787
offensiveuntargetede,5528
offensivetargetedinsultindividual,27737
offensivetargetedinsultindividual,25475
offensivetargetedinsultother,17354
notoffensive,15477
offensiveuntargetede,7437
notoffensive,10621
notoffensive,6057
notoffensive,29589
offensiveuntargetede,30579
notoffensive,10375
notoffensive,8275
nottamil,4410
offensiveuntargetede,29419
notoffensive,24417
notoffensive,7063
notoffensive,18065
notoffensive,14795
offensivetargetedinsultindividual,6186
offensivetargetedinsultindividual,10293
notoffensive,31629
offensiveuntargetede,17110
notoffensive,8334
offensivetargetedinsultother,17522
notoffensive,29056
notoffensive,39838
notoffensive,39139
notoffensive,36743
notoffensive,43396
notoffensive,18721
notoffensive,42322
notoffensive,36282
notoffensive,36129
notoffensive,41258
notoffensive,41425
notoffensive,38045
notoffensive,2088
notoffensive,37869
notoffensive,41739
notoffensive,40628
notoffensive,36714
notoffensive,37748
notoffensive,36468
notoffensive,42843
notoffensive,6036
notoffensive,40345
notoffensive,39149
notoffensive,42437
notoffensive,20411
notoffensive,41340
notoffensive,38917
notoffensive,41726
notoffensive,40433
notoffensive,39726
notoffensive,40360
notoffensive,39831
notoffensive,39442
notoffensive,37860
offensivetargetedinsultindividual,18429
notoffensive,29233
notoffensive,22439
notoffensive,365
notoffensive,15288
offensivetargetedinsultindividual,21844
notoffensive,40041
notoffensive,39807
notoffensive,22440
notoffensive,38875
notoffensive,38708
notoffensive,18719
notoffensive,37342
notoffensive,43174
notoffensive,40640
notoffensive,41424
notoffensive,39523
notoffensive,41045
notoffensive,42242
notoffensive,42357
notoffensive,39458
notoffensive,222
notoffensive,36283
notoffensive,42777
notoffensive,41441
offensivetargetedinsultgroup,744
notoffensive,40155
notoffensive,36987
notoffensive,6346
notoffensive,40219
notoffensive,8214
notoffensive,42904
